negocio,produto,data,quantidade
bar,batata_rustica,2026-09-05,4
bar,batata_rustica,2026-09-06,1
bar,batata_rustica,2026-09-07,2
bar,batata_rustica,2026-09-08,5
bar,batata_rustica,2026-09-09,5
bar,batata_rustica,2026-09-10,3
bar,batata_rustica,2026-09-11,7
bar,batata_rustica,2026-09-12,8
bar,batata_rustica,2026-09-13,3
bar,batata_rustica,2026-09-14,2
bar,isca_frango,2026-06-17,3
bar,isca_frango,2026-06-18,5
bar,isca_frango,2026-06-19,1
bar,isca_frango,2026-06-20,2
bar,isca_frango,2026-06-21,2
bar,isca_frango,2026-06-22,3
bar,isca_frango,2026-06-23,3
bar,isca_frango,2026-06-24,5
bar,isca_frango,2026-06-25,0
bar,isca_frango,2026-06-26,0
bar,isca_frango,2026-06-27,2
bar,isca_frango,2026-06-28,3
bar,isca_frango,2026-06-29,1
bar,isca_frango,2026-06-30,2
bar,isca_frango,2026-07-01,0
bar,isca_frango,2026-07-02,5
bar,isca_frango,2026-07-03,4
bar,isca_frango,2026-07-04,4
bar,isca_frango,2026-07-05,1
bar,isca_frango,2026-07-06,3
bar,isca_frango,2026-07-07,1
bar,isca_frango,2026-07-08,0
bar,isca_frango,2026-07-09,0
bar,isca_frango,2026-07-10,3
bar,isca_frango,2026-07-11,4
bar,isca_frango,2026-07-12,1
bar,isca_frango,2026-07-13,4
bar,isca_frango,2026-07-14,3
bar,isca_frango,2026-07-15,2
bar,isca_frango,2026-07-16,1
bar,isca_frango,2026-07-17,4
bar,isca_frango,2026-07-18,3
bar,isca_frango,2026-07-19,0
bar,isca_frango,2026-07-20,2
bar,isca_frango,2026-07-21,1
bar,isca_frango,2026-07-22,3
bar,isca_frango,2026-07-23,5
bar,isca_frango,2026-07-24,4
bar,isca_frango,2026-07-25,6
bar,isca_frango,2026-07-26,2
bar,isca_frango,2026-07-27,0
bar,isca_frango,2026-07-28,1
bar,isca_frango,2026-07-29,3
bar,isca_frango,2026-07-30,0
bar,isca_frango,2026-07-31,4
bar,isca_frango,2026-08-01,7
bar,isca_frango,2026-08-02,2
bar,isca_frango,2026-08-03,1
bar,isca_frango,2026-08-04,2
bar,isca_frango,2026-08-05,3
bar,isca_frango,2026-08-06,7
bar,isca_frango,2026-08-07,5
bar,isca_frango,2026-08-08,3
bar,isca_frango,2026-08-09,3
bar,isca_frango,2026-08-10,3
bar,isca_frango,2026-08-11,3
bar,isca_frango,2026-08-12,5
bar,isca_frango,2026-08-13,3
bar,isca_frango,2026-08-14,4
bar,isca_frango,2026-08-15,2
bar,isca_frango,2026-08-16,1
bar,isca_frango,2026-08-17,1
bar,isca_frango,2026-08-18,2
bar,isca_frango,2026-08-19,1
bar,isca_frango,2026-08-20,2
bar,isca_frango,2026-08-21,3
bar,isca_frango,2026-08-22,6
bar,isca_frango,2026-08-23,1
bar,isca_frango,2026-08-24,3
bar,isca_frango,2026-08-25,2
bar,isca_frango,2026-08-26,3
bar,isca_frango,2026-08-27,1
bar,isca_frango,2026-08-28,5
bar,isca_frango,2026-08-29,3
bar,isca_frango,2026-08-30,2
bar,isca_frango,2026-08-31,0
bar,isca_frango,2026-09-01,2
bar,isca_frango,2026-09-02,0
bar,isca_frango,2026-09-03,2
bar,isca_frango,2026-09-04,6
bar,isca_frango,2026-09-05,4
bar,isca_frango,2026-09-06,3
bar,isca_frango,2026-09-07,1
bar,isca_frango,2026-09-08,0
bar,isca_frango,2026-09-09,2
bar,isca_frango,2026-09-10,3
bar,isca_frango,2026-09-11,3
bar,isca_frango,2026-09-12,4
bar,isca_frango,2026-09-13,2
bar,isca_frango,2026-09-14,3
vestuario,vestido_aurora,2026-06-17,1
vestuario,vestido_aurora,2026-06-18,1
vestuario,vestido_aurora,2026-06-19,0
vestuario,vestido_aurora,2026-06-20,0
vestuario,vestido_aurora,2026-06-21,0
vestuario,vestido_aurora,2026-06-22,0
vestuario,vestido_aurora,2026-06-23,0
vestuario,vestido_aurora,2026-06-24,0
vestuario,vestido_aurora,2026-06-25,2
vestuario,vestido_aurora,2026-06-26,0
vestuario,vestido_aurora,2026-06-27,1
vestuario,vestido_aurora,2026-06-28,0
vestuario,vestido_aurora,2026-06-29,1
vestuario,vestido_aurora,2026-06-30,0
vestuario,vestido_aurora,2026-07-01,1
vestuario,vestido_aurora,2026-07-02,1
vestuario,vestido_aurora,2026-07-03,0
vestuario,vestido_aurora,2026-07-04,0
vestuario,vestido_aurora,2026-07-05,0
vestuario,vestido_aurora,2026-07-06,0
vestuario,vestido_aurora,2026-07-07,2
vestuario,vestido_aurora,2026-07-08,2
vestuario,vestido_aurora,2026-07-09,0
vestuario,vestido_aurora,2026-07-10,0
vestuario,vestido_aurora,2026-07-11,0
vestuario,vestido_aurora,2026-07-12,0
vestuario,vestido_aurora,2026-07-13,1
vestuario,vestido_aurora,2026-07-14,1
vestuario,vestido_aurora,2026-07-15,0
vestuario,vestido_aurora,2026-07-16,0
vestuario,vestido_aurora,2026-07-17,1
vestuario,vestido_aurora,2026-07-18,0
vestuario,vestido_aurora,2026-07-19,0
vestuario,vestido_aurora,2026-07-20,2
vestuario,vestido_aurora,2026-07-21,0
vestuario,vestido_aurora,2026-07-22,0
vestuario,vestido_aurora,2026-07-23,1
vestuario,vestido_aurora,2026-07-24,3
vestuario,vestido_aurora,2026-07-25,0
vestuario,vestido_aurora,2026-07-26,0
vestuario,vestido_aurora,2026-07-27,0
vestuario,vestido_aurora,2026-07-28,0
vestuario,vestido_aurora,2026-07-29,0
vestuario,vestido_aurora,2026-07-30,0
vestuario,vestido_aurora,2026-07-31,0
vestuario,vestido_aurora,2026-08-01,1
vestuario,vestido_aurora,2026-08-02,0
vestuario,vestido_aurora,2026-08-03,0
vestuario,vestido_aurora,2026-08-04,1
vestuario,vestido_aurora,2026-08-05,0
vestuario,vestido_aurora,2026-08-06,0
vestuario,vestido_aurora,2026-08-07,1
vestuario,vestido_aurora,2026-08-08,1
vestuario,vestido_aurora,2026-08-09,0
vestuario,vestido_aurora,2026-08-10,0
vestuario,vestido_aurora,2026-08-11,0
vestuario,vestido_aurora,2026-08-12,0
vestuario,vestido_aurora,2026-08-13,2
vestuario,vestido_aurora,2026-08-14,1
vestuario,vestido_aurora,2026-08-15,1
vestuario,vestido_aurora,2026-08-16,1
vestuario,vestido_aurora,2026-08-17,0
vestuario,vestido_aurora,2026-08-18,0
vestuario,vestido_aurora,2026-08-19,1
vestuario,vestido_aurora,2026-08-20,0
vestuario,vestido_aurora,2026-08-21,0
vestuario,vestido_aurora,2026-08-22,1
vestuario,vestido_aurora,2026-08-23,0
vestuario,vestido_aurora,2026-08-24,1
vestuario,vestido_aurora,2026-08-25,0
vestuario,vestido_aurora,2026-08-26,1
vestuario,vestido_aurora,2026-08-27,1
vestuario,vestido_aurora,2026-08-28,0
vestuario,vestido_aurora,2026-08-29,0
vestuario,vestido_aurora,2026-08-30,0
vestuario,vestido_aurora,2026-08-31,0
vestuario,vestido_aurora,2026-09-01,0
vestuario,vestido_aurora,2026-09-02,0
vestuario,vestido_aurora,2026-09-03,1
vestuario,vestido_aurora,2026-09-04,0
vestuario,vestido_aurora,2026-09-05,2
vestuario,vestido_aurora,2026-09-06,0
vestuario,vestido_aurora,2026-09-07,0
vestuario,vestido_aurora,2026-09-08,1
vestuario,vestido_aurora,2026-09-09,2
vestuario,vestido_aurora,2026-09-10,1
vestuario,vestido_aurora,2026-09-11,1
vestuario,vestido_aurora,2026-09-12,1
vestuario,vestido_aurora,2026-09-13,0
vestuario,vestido_aurora,2026-09-14,0
vestuario,calca_reta,2026-06-17,0
vestuario,calca_reta,2026-06-18,0
vestuario,calca_reta,2026-06-19,0
vestuario,calca_reta,2026-06-20,1
vestuario,calca_reta,2026-06-21,0
vestuario,calca_reta,2026-06-22,0
vestuario,calca_reta,2026-06-23,0
vestuario,calca_reta,2026-06-24,0
vestuario,calca_reta,2026-06-25,1
vestuario,calca_reta,2026-06-26,0
vestuario,calca_reta,2026-06-27,2
vestuario,calca_reta,2026-06-28,0
vestuario,calca_reta,2026-06-29,1
vestuario,calca_reta,2026-06-30,0
vestuario,calca_reta,2026-07-01,0
vestuario,calca_reta,2026-07-02,1
vestuario,calca_reta,2026-07-03,0
vestuario,calca_reta,2026-07-04,0
vestuario,calca_reta,2026-07-05,0
vestuario,calca_reta,2026-07-06,1
vestuario,calca_reta,2026-07-07,0
vestuario,calca_reta,2026-07-08,0
vestuario,calca_reta,2026-07-09,0
vestuario,calca_reta,2026-07-10,1
vestuario,calca_reta,2026-07-11,0
vestuario,calca_reta,2026-07-12,0
vestuario,calca_reta,2026-07-13,0
vestuario,calca_reta,2026-07-14,1
vestuario,calca_reta,2026-07-15,0
vestuario,calca_reta,2026-07-16,0
vestuario,calca_reta,2026-07-17,0
vestuario,calca_reta,2026-07-18,2
vestuario,calca_reta,2026-07-19,1
vestuario,calca_reta,2026-07-20,1
vestuario,calca_reta,2026-07-21,0
vestuario,calca_reta,2026-07-22,0
vestuario,calca_reta,2026-07-23,0
vestuario,calca_reta,2026-07-24,0
vestuario,calca_reta,2026-07-25,1
vestuario,calca_reta,2026-07-26,1
vestuario,calca_reta,2026-07-27,1
vestuario,calca_reta,2026-07-28,0
vestuario,calca_reta,2026-07-29,1
vestuario,calca_reta,2026-07-30,0
vestuario,calca_reta,2026-07-31,0
vestuario,calca_reta,2026-08-01,0
vestuario,calca_reta,2026-08-02,0
vestuario,calca_reta,2026-08-03,1
vestuario,calca_reta,2026-08-04,1
vestuario,calca_reta,2026-08-05,0
vestuario,calca_reta,2026-08-06,3
vestuario,calca_reta,2026-08-07,1
vestuario,calca_reta,2026-08-08,1
vestuario,calca_reta,2026-08-09,0
vestuario,calca_reta,2026-08-10,0
vestuario,calca_reta,2026-08-11,0
vestuario,calca_reta,2026-08-12,1
vestuario,calca_reta,2026-08-13,0
vestuario,calca_reta,2026-08-14,1
vestuario,calca_reta,2026-08-15,0
vestuario,calca_reta,2026-08-16,0
vestuario,calca_reta,2026-08-17,0
vestuario,calca_reta,2026-08-18,1
vestuario,calca_reta,2026-08-19,2
vestuario,calca_reta,2026-08-20,0
vestuario,calca_reta,2026-08-21,1
vestuario,calca_reta,2026-08-22,1
vestuario,calca_reta,2026-08-23,0
vestuario,calca_reta,2026-08-24,0
vestuario,calca_reta,2026-08-25,1
vestuario,calca_reta,2026-08-26,0
vestuario,calca_reta,2026-08-27,1
vestuario,calca_reta,2026-08-28,0
vestuario,calca_reta,2026-08-29,0
vestuario,calca_reta,2026-08-30,0
vestuario,calca_reta,2026-08-31,3
vestuario,calca_reta,2026-09-01,0
vestuario,calca_reta,2026-09-02,0
vestuario,calca_reta,2026-09-03,0
vestuario,calca_reta,2026-09-04,0
vestuario,calca_reta,2026-09-05,0
vestuario,calca_reta,2026-09-06,0
vestuario,calca_reta,2026-09-07,0
vestuario,calca_reta,2026-09-08,0
vestuario,calca_reta,2026-09-09,0
vestuario,calca_reta,2026-09-10,0
vestuario,calca_reta,2026-09-11,1
vestuario,calca_reta,2026-09-12,2
vestuario,calca_reta,2026-09-13,0
vestuario,calca_reta,2026-09-14,2
vestuario,blusa_linho,2026-06-17,1
vestuario,blusa_linho,2026-06-18,0
vestuario,blusa_linho,2026-06-19,1
vestuario,blusa_linho,2026-06-20,0
vestuario,blusa_linho,2026-06-21,1
vestuario,blusa_linho,2026-06-22,0
vestuario,blusa_linho,2026-06-23,1
vestuario,blusa_linho,2026-06-24,0
vestuario,blusa_linho,2026-06-25,0
vestuario,blusa_linho,2026-06-26,0
vestuario,blusa_linho,2026-06-27,1
vestuario,blusa_linho,2026-06-28,0
vestuario,blusa_linho,2026-06-29,0
vestuario,blusa_linho,2026-06-30,0
vestuario,blusa_linho,2026-07-01,0
vestuario,blusa_linho,2026-07-02,1
vestuario,blusa_linho,2026-07-03,1
vestuario,blusa_linho,2026-07-04,4
vestuario,blusa_linho,2026-07-05,0
vestuario,blusa_linho,2026-07-06,1
vestuario,blusa_linho,2026-07-07,0
vestuario,blusa_linho,2026-07-08,2
vestuario,blusa_linho,2026-07-09,2
vestuario,blusa_linho,2026-07-10,2
vestuario,blusa_linho,2026-07-11,2
vestuario,blusa_linho,2026-07-12,0
vestuario,blusa_linho,2026-07-13,0
vestuario,blusa_linho,2026-07-14,0
vestuario,blusa_linho,2026-07-15,0
vestuario,blusa_linho,2026-07-16,1
vestuario,blusa_linho,2026-07-17,1
vestuario,blusa_linho,2026-07-18,5
vestuario,blusa_linho,2026-07-19,0
vestuario,blusa_linho,2026-07-20,1
vestuario,blusa_linho,2026-07-21,0
vestuario,blusa_linho,2026-07-22,1
vestuario,blusa_linho,2026-07-23,1
vestuario,blusa_linho,2026-07-24,0
vestuario,blusa_linho,2026-07-25,0
vestuario,blusa_linho,2026-07-26,0
vestuario,blusa_linho,2026-07-27,0
vestuario,blusa_linho,2026-07-28,0
vestuario,blusa_linho,2026-07-29,0
vestuario,blusa_linho,2026-07-30,0
vestuario,blusa_linho,2026-07-31,0
vestuario,blusa_linho,2026-08-01,0
vestuario,blusa_linho,2026-08-02,0
vestuario,blusa_linho,2026-08-03,0
vestuario,blusa_linho,2026-08-04,0
vestuario,blusa_linho,2026-08-05,0
vestuario,blusa_linho,2026-08-06,1
vestuario,blusa_linho,2026-08-07,3
vestuario,blusa_linho,2026-08-08,1
vestuario,blusa_linho,2026-08-09,0
vestuario,blusa_linho,2026-08-10,0
vestuario,blusa_linho,2026-08-11,1
vestuario,blusa_linho,2026-08-12,2
vestuario,blusa_linho,2026-08-13,0
vestuario,blusa_linho,2026-08-14,1
vestuario,blusa_linho,2026-08-15,1
vestuario,blusa_linho,2026-08-16,0
vestuario,blusa_linho,2026-08-17,0
vestuario,blusa_linho,2026-08-18,1
vestuario,blusa_linho,2026-08-19,1
vestuario,blusa_linho,2026-08-20,1
vestuario,blusa_linho,2026-08-21,2
vestuario,blusa_linho,2026-08-22,3
vestuario,blusa_linho,2026-08-23,0
vestuario,blusa_linho,2026-08-24,1
vestuario,blusa_linho,2026-08-25,0
vestuario,blusa_linho,2026-08-26,1
vestuario,blusa_linho,2026-08-27,2
vestuario,blusa_linho,2026-08-28,0
vestuario,blusa_linho,2026-08-29,1
vestuario,blusa_linho,2026-08-30,0
vestuario,blusa_linho,2026-08-31,0
vestuario,blusa_linho,2026-09-01,1
vestuario,blusa_linho,2026-09-02,1
vestuario,blusa_linho,2026-09-03,0
vestuario,blusa_linho,2026-09-04,4
vestuario,blusa_linho,2026-09-05,0
vestuario,blusa_linho,2026-09-06,1
vestuario,blusa_linho,2026-09-07,0
vestuario,blusa_linho,2026-09-08,2
vestuario,blusa_linho,2026-09-09,0
vestuario,blusa_linho,2026-09-10,1
vestuario,blusa_linho,2026-09-11,2
vestuario,blusa_linho,2026-09-12,0
vestuario,blusa_linho,2026-09-13,1
vestuario,blusa_linho,2026-09-14,0
vestuario,jaqueta_serra,2026-06-17,0
vestuario,jaqueta_serra,2026-06-18,0
vestuario,jaqueta_serra,2026-06-19,0
vestuario,jaqueta_serra,2026-06-20,1
vestuario,jaqueta_serra,2026-06-21,0
vestuario,jaqueta_serra,2026-06-22,1
vestuario,jaqueta_serra,2026-06-23,0
vestuario,jaqueta_serra,2026-06-24,0
vestuario,jaqueta_serra,2026-06-25,0
vestuario,jaqueta_serra,2026-06-26,0
vestuario,jaqueta_serra,2026-06-27,0
vestuario,jaqueta_serra,2026-06-28,0
vestuario,jaqueta_serra,2026-06-29,0
vestuario,jaqueta_serra,2026-06-30,0
vestuario,jaqueta_serra,2026-07-01,0
vestuario,jaqueta_serra,2026-07-02,0
vestuario,jaqueta_serra,2026-07-03,0
vestuario,jaqueta_serra,2026-07-04,0
vestuario,jaqueta_serra,2026-07-05,0
vestuario,jaqueta_serra,2026-07-06,1
vestuario,jaqueta_serra,2026-07-07,0
vestuario,jaqueta_serra,2026-07-08,0
vestuario,jaqueta_serra,2026-07-09,1
vestuario,jaqueta_serra,2026-07-10,0
vestuario,jaqueta_serra,2026-07-11,0
vestuario,jaqueta_serra,2026-07-12,0
vestuario,jaqueta_serra,2026-07-13,0
vestuario,jaqueta_serra,2026-07-14,0
vestuario,jaqueta_serra,2026-07-15,1
vestuario,jaqueta_serra,2026-07-16,1
vestuario,jaqueta_serra,2026-07-17,0
vestuario,jaqueta_serra,2026-07-18,0
vestuario,jaqueta_serra,2026-07-19,0
vestuario,jaqueta_serra,2026-07-20,1
vestuario,jaqueta_serra,2026-07-21,0
vestuario,jaqueta_serra,2026-07-22,0
vestuario,jaqueta_serra,2026-07-23,1
vestuario,jaqueta_serra,2026-07-24,0
vestuario,jaqueta_serra,2026-07-25,0
vestuario,jaqueta_serra,2026-07-26,0
vestuario,jaqueta_serra,2026-07-27,0
vestuario,jaqueta_serra,2026-07-28,0
vestuario,jaqueta_serra,2026-07-29,0
vestuario,jaqueta_serra,2026-07-30,0
vestuario,jaqueta_serra,2026-07-31,0
vestuario,jaqueta_serra,2026-08-01,0
vestuario,jaqueta_serra,2026-08-02,0
vestuario,jaqueta_serra,2026-08-03,0
vestuario,jaqueta_serra,2026-08-04,0
vestuario,jaqueta_serra,2026-08-05,0
vestuario,jaqueta_serra,2026-08-06,0
vestuario,jaqueta_serra,2026-08-07,1
vestuario,jaqueta_serra,2026-08-08,1
vestuario,jaqueta_serra,2026-08-09,0
vestuario,jaqueta_serra,2026-08-10,0
vestuario,jaqueta_serra,2026-08-11,1
vestuario,jaqueta_serra,2026-08-12,0
vestuario,jaqueta_serra,2026-08-13,0
vestuario,jaqueta_serra,2026-08-14,0
